original_concept_name_gm	diff_1_cc	diff_2_cc	concept_id	concept_name	diff_3_cc	diff_4_cn_who
Habituelle Luxation und Subluxation eines Gelenkes: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M24.41	M24.4	2005507	Habituelle Luxation und Subluxation eines Gelenkes	(null)	(null)
Stadium 3 der akuten Verdauungstrakt-Graft-versus-Host-Krankheit	K93.23	K93.2	(null)	(null)	K93	Krankheiten sonstiger Verdauungsorgane bei anderenorts klassifizierten Krankheiten
Knochennekrose bei sonstigen anderenorts klassifizierten Krankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]	M90.56	M90.5	2005885	Knochennekrose bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Autonome Dysreflexie als hypertone Krisen	G90.40	G90.4	2003201	Autonome Dysreflexie	(null)	(null)
Oberflächliche Verletzung der oberen Extremität, Höhe nicht näher bezeichnet: Prellung	T11.05	T11.0	2009216	Oberflächliche Verletzung der oberen Extremität, Höhe nicht näher bezeichnet	(null)	(null)
Gelenkkrankheit, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]	M25.96	M25.9	2005523	Gelenkkrankheit, nicht näher bezeichnet	(null)	(null)
Felty-Syndrom: Unterarm [Radius, Ulna, Handgelenk]	M05.03	M05.0	2005355	Felty-Syndrom	(null)	(null)
Vaskulitis bei seropositiver chronischer Polyarthritis: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M05.21	M05.2	2005357	Vaskulitis bei seropositiver chronischer Polyarthritis	(null)	(null)
Alter Myokardinfarkt: 29 Tage bis unter 4 Monate zurückliegend	I25.20	I25.2	2003786	Alter Myokardinfarkt	(null)	(null)
Diszitis, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M46.49	M46.4	2005611	Diszitis, nicht näher bezeichnet	(null)	(null)
Sonstige Osteomyelitis: Oberarm [Humerus, Ellenbogengelenk]	M86.82	M86.8	2005856	Sonstige Osteomyelitis	(null)	(null)
Spontanruptur sonstiger Sehnen: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M66.44	M66.4	2005713	Spontanruptur sonstiger Sehnen	(null)	(null)
Krankheiten der Bänder: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M24.24	M24.2	2005505	Krankheiten der Bänder	(null)	(null)
Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Mehrere Lokalisationen	M90.20	M90.2	2005882	Osteopathie bei sonstigen anderenorts klassifizierten Infektionskrankheiten	(null)	(null)
Radikulopathie: Zervikothorakalbereich	M54.13	M54.1	2005662	Radikulopathie	(null)	(null)
Sonstige Kontaktanlässe mit Bezug auf bestimmte psychosoziale Umstände	Z64.8	Z64	2011915	Probleme mit Bezug auf bestimmte psychosoziale Umstände	(null)	(null)
Chronische postrheumatische Arthritis [Jaccoud-Arthritis]: Oberarm [Humerus, Ellenbogengelenk]	M12.02	M12.0	2005404	Chronische postrheumatische Arthritis [Jaccoud-Arthritis]	(null)	(null)
Weichteilschaden II. Grades bei offener Fraktur oder Luxation der Lendenwirbelsäule und des Beckens	S31.88	S31.8	2008675	Offene Wunde sonstiger und nicht näher bezeichneter Teile des Abdomens	(null)	(null)
Sonstiger Muskelriss (nichttraumatisch): Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M62.11	M62.1	2005686	Sonstiger Muskelriss (nichttraumatisch)	(null)	(null)
Myalgie: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M79.11	M79.1	2005789	Myalgie	(null)	(null)
Verätzung Grad 2a des Handgelenkes und der Hand	T23.60	T23.6	2009312	Verätzung 2. Grades des Handgelenkes und der Hand	(null)	(null)
Frakturheilung in Fehlstellung: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M84.08	M84.0	2005831	Frakturheilung in Fehlstellung	(null)	(null)
Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M85.99	M85.9	2005847	Veränderung der Knochendichte und -struktur, nicht näher bezeichnet	(null)	(null)
Rückenschmerzen, nicht näher bezeichnet: Thorakalbereich	M54.94	M54.9	2005669	Rückenschmerzen, nicht näher bezeichnet	(null)	(null)
Offene Wunde sonstiger Teile der Knöchelregion und des Fußes	S91.80	S91.8	(null)	(null)	S91	Offene Wunde der Knöchelregion und des Fußes
Sonstige hypertrophische Osteoarthropathie: Mehrere Lokalisationen	M89.40	M89.4	2005874	Sonstige hypertrophische Osteoarthropathie	(null)	(null)
Akutes Nierenversagen, nicht näher bezeichnet: Stadium 1	N17.91	N17.9	2006088	Akutes Nierenversagen, nicht näher bezeichnet	(null)	(null)
Aluminiumosteopathie: Mehrere Lokalisationen	M83.40	M83.4	2005826	Aluminiumosteopathie	(null)	(null)
Kalzifikation und Ossifikation von Muskeln, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M61.91	M61.9	2005683	Kalzifikation und Ossifikation von Muskeln, nicht näher bezeichnet	(null)	(null)
Transitorische dissoziative Störungen [Konversionsstörungen] in Kindheit und Jugend	F44.82	F44.8	2002656	Sonstige dissoziative Störungen [Konversionsstörungen]	(null)	(null)
Oberflächliche Verletzung der oberen Extremität, Höhe nicht näher bezeichnet: Blasenbildung (nichtthermisch)	T11.02	T11.0	2009216	Oberflächliche Verletzung der oberen Extremität, Höhe nicht näher bezeichnet	(null)	(null)
Sonstige näher bezeichnete Bursopathien: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M71.85	M71.8	2005744	Sonstige näher bezeichnete Bursopathien	(null)	(null)
Sonstige Gelenkknorpelschädigungen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]	M24.17	M24.1	2005504	Sonstige Gelenkknorpelschädigungen	(null)	(null)
Diszitis, nicht näher bezeichnet: Zervikothorakalbereich	M46.43	M46.4	2005611	Diszitis, nicht näher bezeichnet	(null)	(null)
Sonstige Instabilität eines Gelenkes: Unterschenkel [Fibula, Tibia, Kniegelenk]	M25.36	M25.3	2005517	Sonstige Instabilität eines Gelenkes	(null)	(null)
Juvenile Arthritis bei Colitis ulcerosa: Mehrere Lokalisationen	M09.20	M09.2	2005388	Juvenile Arthritis bei Colitis ulcerosa	(null)	(null)
Tuberkulöse Arthritis: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M01.11	M01.1	2005335	Tuberkulöse Arthritis	(null)	(null)
Somatoforme autonome Funktionsstörung: Sonstige Organe und Systeme	F45.38	F45.3	2002662	Somatoforme autonome Funktionsstörung	(null)	(null)
Stressfraktur, anderenorts nicht klassifiziert: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M84.34	M84.3	2005834	Stressfraktur, anderenorts nicht klassifiziert	(null)	(null)
Spondylopathie bei sonstigen anderenorts klassifizierten Krankheiten: Lumbosakralbereich	M49.87	M49.8	2005637	Spondylopathie bei sonstigen anderenorts klassifizierten Krankheiten	(null)	(null)
Angeborenes arteriovenöses Aneurysma der präzerebralen Gefäße	Q28.00	Q28.0	2007538	Arteriovenöse Fehlbildung der präzerebralen Gefäße	(null)	(null)
Neuralgie und Neuritis, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]	M79.22	M79.2	2005790	Neuralgie und Neuritis, nicht näher bezeichnet	(null)	(null)
Sonstige näher bezeichnete Arthrose: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M19.85	M19.8	2005463	Sonstige näher bezeichnete Arthrose	(null)	(null)
Myositis, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M60.91	M60.9	2005675	Myositis, nicht näher bezeichnet	(null)	(null)
Verletzung: Prostata	S37.82	S37.8	2008733	Verletzung sonstiger Harnorgane und Beckenorgane	(null)	(null)
Phlegmone an der oberen Extremität	L03.10	L03.1	2004942	Phlegmone an sonstigen Teilen der Extremitäten	(null)	(null)
Juvenile chronische Arthritis, oligoartikuläre Form: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M08.44	M08.4	2005382	Juvenile chronische Arthritis, oligoartikulär beginnende Form	(null)	(null)
Kalzifikation und Ossifikation von Muskeln bei Verbrennungen: Unterschenkel [Fibula, Tibia, Kniegelenk]	M61.36	M61.3	2005680	Kalzifikation und Ossifikation von Muskeln bei Verbrennungen	(null)	(null)
Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung: Mehrere Lokalisationen	M83.30	M83.3	2005825	Osteomalazie im Erwachsenenalter durch Fehl- oder Mangelernährung	(null)	(null)
Sonstige juvenile Arthritis: Unterschenkel [Fibula, Tibia, Kniegelenk]	M08.86	M08.8	2005383	Sonstige juvenile Arthritis	(null)	(null)
Juvenile Arthritis bei Crohn-Krankheit [Enteritis regionalis]: Nicht näher bezeichnete Lokalisation	M09.19	M09.1	2005387	Juvenile Arthritis bei Crohn-Krankheit [Enteritis regionalis]	(null)	(null)
Rheumaknoten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M06.35	M06.3	2005365	Rheumaknoten	(null)	(null)
Gelenkerguss: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M25.45	M25.4	2005518	Gelenkerguss	(null)	(null)
Nicht näher bezeichnete offene Wunde sonstiger Teile des Unterschenkels	S81.80	S81.8	2009015	Offene Wunde sonstiger Teile des Unterschenkels	(null)	(null)
Diszitis, nicht näher bezeichnet: Zervikalbereich	M46.42	M46.4	2005611	Diszitis, nicht näher bezeichnet	(null)	(null)
Veränderung der Knochendichte und -struktur, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M85.91	M85.9	2005847	Veränderung der Knochendichte und -struktur, nicht näher bezeichnet	(null)	(null)
Arthritis bei sonstigen anderenorts klassifizierten Viruskrankheiten: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M01.55	M01.5	2005339	Arthritis bei sonstigen anderenorts klassifizierten Viruskrankheiten	(null)	(null)
Idiopathische akute Pankreatitis: Mit Organkomplikation	K85.01	K85.0	2004885	Idiopathische akute Pankreatitis	(null)	(null)
Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet	E11.80	E11.8	2002051	Nicht primär insulinabhängiger Diabetes mellitus [Typ-2-Diabetes]: Mit nicht näher bezeichneten Komplikationen	(null)	(null)
Gelenkschmerz: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M25.51	M25.5	2005519	Gelenkschmerz	(null)	(null)
Betreuung der Mutter bei Fruchtblasenprolaps	O34.31	O34.3	2006661	Betreuung der Mutter bei Zervixinsuffizienz	(null)	(null)
Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose: Als entgleist bezeichnet	E13.11	E13.1	2002066	Sonstiger näher bezeichneter Diabetes mellitus: Mit Ketoazidose	(null)	(null)
Hohlwarze im Zusammenhang mit der Gestation: Ohne Angabe von Schwierigkeiten beim Anlegen	O92.00	O92.0	2006917	Hohlwarze im Zusammenhang mit der Gestation	(null)	(null)
Knochennekrose durch Arzneimittel: Oberarm [Humerus, Ellenbogengelenk]	M87.12	M87.1	2005860	Knochennekrose durch Arzneimittel	(null)	(null)
Multiple Frakturen, nicht näher bezeichnet: offen	T02.91	T02.9	2009166	Multiple Frakturen, nicht näher bezeichnet	(null)	(null)
Arthritis bei Röteln: Unterarm [Radius, Ulna, Handgelenk]	M01.43	M01.4	2005338	Arthritis bei Röteln	(null)	(null)
Erworbenes Willebrand-Jürgens-Syndrom	D68.01	D68.0	2001879	Willebrand-Jürgens-Syndrom	(null)	(null)
Nicht näher bezeichnete Hernia ventralis mit Gangrän	K43.79	K43.7	2004670	Sonstige und nicht näher bezeichnete Hernia ventralis mit Gangrän	(null)	(null)
Somatoforme autonome Funktionsstörung: Urogenitalsystem	F45.34	F45.3	2002662	Somatoforme autonome Funktionsstörung	(null)	(null)
Atherosklerotische Herzkrankheit: Drei-Gefäß-Erkrankung	I25.13	I25.1	2003785	Atherosklerotische Herzkrankheit	(null)	(null)
Dissektion der Aorta nicht näher bezeichneter Lokalisation, ohne Angabe einer Ruptur	I71.00	I71.0	2004028	Dissektion der Aorta [jeder Abschnitt]	(null)	(null)
Krankheit der Synovialis und der Sehnen, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M67.99	M67.9	2005722	Krankheit der Synovialis und der Sehnen, nicht näher bezeichnet	(null)	(null)
Myositis bei sonstigen anderenorts klassifizierten Infektionskrankheiten: Unterschenkel [Fibula, Tibia, Kniegelenk]	M63.26	M63.2	2005697	Myositis bei sonstigen anderenorts klassifizierten Infektionskrankheiten	(null)	(null)
Sonstige Arthritiden bei gastrointestinalen Grundkrankheiten: Mehrere Lokalisationen	M07.60	M07.6	2005376	Sonstige Arthritiden bei gastrointestinalen Grundkrankheiten	(null)	(null)
Meniskusganglion: Hinterhorn des Innenmeniskus	M23.02	M23.0	2005493	Meniskusganglion	(null)	(null)
Chronische multifokale Osteomyelitis: Mehrere Lokalisationen	M86.30	M86.3	2005852	Chronische multifokale Osteomyelitis	(null)	(null)
Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet	E14.91	E14.9	2002085	Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen	(null)	(null)
Sekundäre Hypertonie, nicht näher bezeichnet: Ohne Angabe einer hypertensiven Krise	I15.90	I15.9	2003751	Sekundäre Hypertonie, nicht näher bezeichnet	(null)	(null)
Freier Gelenkkörper: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M24.08	M24.0	2005503	Freier Gelenkkörper	(null)	(null)
Sonstige Osteomalazie im Erwachsenenalter: Mehrere Lokalisationen	M83.80	M83.8	2005828	Sonstige Osteomalazie im Erwachsenenalter	(null)	(null)
Sekundärer Normaldruckhydrozephalus	G91.21	G91.2	2003207	Normaldruckhydrozephalus	(null)	(null)
Arthritis bei Lyme-Krankheit: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]	M01.24	M01.2	2005336	Arthritis bei Lyme-Krankheit	(null)	(null)
Sonstige Myositis: Mehrere Lokalisationen	M60.80	M60.8	2005674	Sonstige Myositis	(null)	(null)
Verbrennung nicht näher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand: Teil nicht näher bezeichnet	T22.00	T22.0	2009297	Verbrennung nicht näher bezeichneten Grades der Schulter und des Armes, ausgenommen Handgelenk und Hand	(null)	(null)
Akute hämatogene Osteomyelitis: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M86.08	M86.0	2005849	Akute hämatogene Osteomyelitis	(null)	(null)
Traumatische Arthropathie: Mehrere Lokalisationen	M12.50	M12.5	2005409	Traumatische Arthropathie	(null)	(null)
Deformität der Wirbelsäule und des Rückens, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation	M43.99	M43.9	2005604	Deformität der Wirbelsäule und des Rückens, nicht näher bezeichnet	(null)	(null)
Erfolgte Registrierung zur Herztransplantation: Ohne Dringlichkeitsstufe U [Urgency] oder HU [High Urgency]	U55.10	U55.1	(null)	(null)	U55	(null)
Staphylococcus aureus mit Resistenz gegen Oxacillin oder Methicillin [MRSA]	U80.00	U80.0	(null)	(null)	U80	(null)
Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert: Mehrere Lokalisationen	M24.30	M24.3	2005506	Pathologische Luxation und Subluxation eines Gelenkes, anderenorts nicht klassifiziert	(null)	(null)
Juvenile chronische Arthritis, oligoartikuläre Form: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M08.45	M08.4	2005382	Juvenile chronische Arthritis, oligoartikulär beginnende Form	(null)	(null)
Erstmanifestation einer multiplen Sklerose	G35.0	G35	2002969	Multiple Sklerose [Encephalomyelitis disseminata]	(null)	(null)
Subakute Osteomyelitis: Unterarm [Radius, Ulna, Handgelenk]	M86.23	M86.2	2005851	Subakute Osteomyelitis	(null)	(null)
Verätzungen von 60-69 % der Körperoberfläche: 10-19 % Verätzungen 3. Grades	T32.61	T32.6	2009399	Verätzungen von 60-69 % der Körperoberfläche	(null)	(null)
Schleimbeutelabszess: Unterarm [Radius, Ulna, Handgelenk]	M71.03	M71.0	2005738	Schleimbeutelabszess	(null)	(null)
Tuberkulose der Wirbelsäule: Zervikothorakalbereich	M49.03	M49.0	2005631	Tuberkulose der Wirbelsäule	(null)	(null)
Verletzung des Rückenmarkes: L1	S34.71	S34.7	(null)	(null)	S34	Verletzung der Nerven und des lumbalen Rückenmarkes in Höhe des Abdomens, der Lumbosakralgegend und des Beckens
Sonstige sekundäre Knochennekrose: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]	M87.38	M87.3	2005862	Sonstige sekundäre Knochennekrose	(null)	(null)
Sonstige und nicht näher bezeichnete Luxation des Ellenbogens: Nach vorne	S53.11	S53.1	2008833	Luxation des Ellenbogens, nicht näher bezeichnet	(null)	(null)
Sonstige Veränderungen der Knochenkontinuität: Unterarm [Radius, Ulna, Handgelenk]	M84.83	M84.8	2005836	Sonstige Veränderungen der Knochenkontinuität	(null)	(null)
Weichteilschaden I. Grades bei geschlossener Fraktur oder Luxation des Thorax	S21.84	S21.8	2008601	Offene Wunde sonstiger Teile des Thorax	(null)	(null)
Oberflächliche Verletzung der behaarten Kopfhaut: Art der Verletzung nicht näher bezeichnet	S00.00	S00.0	2008447	Oberflächliche Verletzung der behaarten Kopfhaut	(null)	(null)
Reiter-Krankheit: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M02.35	M02.3	2005346	Reiter-Krankheit	(null)	(null)
Sonstige näher bezeichnete Krankheiten des Weichteilgewebes: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M79.81	M79.8	2005796	Sonstige näher bezeichnete Krankheiten des Weichteilgewebes	(null)	(null)
Chronische postrheumatische Arthritis [Jaccoud-Arthritis]: Mehrere Lokalisationen	M12.00	M12.0	2005404	Chronische postrheumatische Arthritis [Jaccoud-Arthritis]	(null)	(null)
Dekubitus, Grad nicht näher bezeichnet: Obere Extremität	L89.91	L89.9	2005272	Dekubitus und Druckzone, Grad nicht näher bezeichnet	(null)	(null)
Bleigicht: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]	M10.15	M10.1	2005392	Bleigicht	(null)	(null)
Juvenile Osteochondrose der Wirbelsäule: Thorakalbereich	M42.04	M42.0	2005592	Juvenile Osteochondrose der Wirbelsäule	(null)	(null)
Streptokokken, Gruppe C, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind	B95.41	B95.4	2000888	Sonstige Streptokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind	(null)	(null)
Sonstige näher bezeichnete Arthrose: Nicht näher bezeichnete Lokalisation	M19.89	M19.8	2005463	Sonstige näher bezeichnete Arthrose	(null)	(null)
Meniskusschädigung durch alten Riss oder alte Verletzung: Sonstiger und nicht näher bezeichneter Teil des Außenmeniskus	M23.26	M23.2	2005495	Meniskusschädigung durch alten Riss oder alte Verletzung	(null)	(null)
Akute Graft-versus-host-Krankheit, Grad III und IV	T86.02	T86.0	2009821	Abstoßung eines Knochenmarktransplantates	(null)	(null)
Hepatische Enzephalopathie und Coma hepaticum	K72.7	K72	2004814	Leberversagen, anderenorts nicht klassifiziert	(null)	(null)
Stadium 2 der chronischen Bindegewebe-Graft-versus-Host-Krankheit	M36.52	M36.5	(null)	(null)	M36	Systemkrankheiten des Bindegewebes bei anderenorts klassifizierten Krankheiten
Weibliche Genitalverstümmelung in der Eigenanamnese, Typ 3	Z91.73	Z91.7	2012368	Weibliche Genitalverstümmelung in der Eigenanamnese	(null)	(null)
Sonstige Rückenschmerzen: Okzipito-Atlanto-Axialbereich	M54.81	M54.8	2005668	Sonstige Rückenschmerzen	(null)	(null)
Idiopathische Skoliose beim Jugendlichen: Sakral- und Sakrokokzygealbereich	M41.18	M41.1	2005584	Idiopathische Skoliose beim Jugendlichen	(null)	(null)
Pseudosarkomatöse Fibromatose: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]	M72.41	M72.4	2005750	Pseudosarkomatöse Fibromatose	(null)	(null)
